sample_id,source_dataset,source_subset,source_path,original_hz,hz,raw_rows,n_frames,duration,needed_seconds,n_annotations,shortfall_seconds,labels_past_cap
AMASS:CMU/142/142_22_stageii.csv,AMASS,CMU,CMU/142/142_22_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.534,43,26.86733333333333,true
AMASS:CMU/135/135_02_stageii.csv,AMASS,CMU,CMU/135/135_02_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.37,63,26.70333333333333,true
AMASS:CMU/144/144_32_stageii.csv,AMASS,CMU,CMU/144/144_32_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.37,90,26.70333333333333,true
AMASS:CMU/55/55_14_stageii.csv,AMASS,CMU,CMU/55/55_14_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.37,52,26.70333333333333,true
AMASS:CMU/137/137_41_stageii.csv,AMASS,CMU,CMU/137/137_41_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.3,53,26.63333333333333,true
AMASS:BMLrub/rub010/0029_scamper_stageii.csv,AMASS,BMLrub,BMLrub/rub010/0029_scamper_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.1,65,26.433333333333334,true
AMASS:CMU/142/142_13_stageii.csv,AMASS,CMU,CMU/142/142_13_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,43.0,37,26.333333333333332,true
AMASS:CMU/113/113_28_stageii.csv,AMASS,CMU,CMU/113/113_28_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.97,60,26.30333333333333,true
AMASS:CMU/28/28_12_stageii.csv,AMASS,CMU,CMU/28/28_12_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.9,99,26.23333333333333,true
AMASS:CMU/01/01_06_stageii.csv,AMASS,CMU,CMU/01/01_06_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.8,45,26.13333333333333,true
AMASS:CMU/137/137_37_stageii.csv,AMASS,CMU,CMU/137/137_37_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.67,72,26.003333333333334,true
AMASS:MPIHDM05/bk/HDM_bk_01-03_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_01-03_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.634,101,25.967333333333332,true
AMASS:TotalCapture/s2/walking3_stageii.csv,AMASS,TotalCapture,TotalCapture/s2/walking3_stageii.csv,60.016804705317455,60.0,2000,2000,33.32400000000002,59.2,115,25.875999999999983,true
AMASS:MPIHDM05/tr/HDM_tr_02-02_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_02-02_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.4,171,25.73333333333333,true
AMASS:MPILimits/03100/lar5_stageii.csv,AMASS,MPILimits,MPILimits/03100/lar5_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,42.334,146,25.667333333333335,true
AMASS:TotalCapture/s3/walking1_stageii.csv,AMASS,TotalCapture,TotalCapture/s3/walking1_stageii.csv,60.016804705317455,60.0,2000,2000,33.32400000000002,58.97,46,25.64599999999998,true
AMASS:TotalCapture/s2/walking1_stageii.csv,AMASS,TotalCapture,TotalCapture/s2/walking1_stageii.csv,60.016804705317455,60.0,2000,2000,33.32400000000002,58.634,60,25.30999999999998,true
AMASS:MPIHDM05/bk/HDM_bk_03-03_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_03-03_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.833,59,25.16633333333333,true
AMASS:CMU/137/137_32_stageii.csv,AMASS,CMU,CMU/137/137_32_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.833,23,25.16633333333333,true
AMASS:MPIHDM05/tr/HDM_tr_03-05_01_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_03-05_01_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.67,54,25.003333333333334,true
AMASS:KIT/1346/Experiment3a_subject1346_legs_03_stageii.csv,AMASS,KIT,KIT/1346/Experiment3a_subject1346_legs_03_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,45.0,65,25.0,true
AMASS:MPIHDM05/bk/HDM_bk_03-02_01_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_03-02_01_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.534,60,24.86733333333333,true
AMASS:KIT/1346/Experiment3a_subject1346_back_02_stageii.csv,AMASS,KIT,KIT/1346/Experiment3a_subject1346_back_02_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,44.633,58,24.633000000000003,true
AMASS:MPIHDM05/tr/HDM_tr_05-01_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_05-01_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.2,72,24.533333333333335,true
AMASS:CMU/137/137_11_stageii.csv,AMASS,CMU,CMU/137/137_11_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,41.1,56,24.433333333333334,true
AMASS:KIT/442/conversation02_stageii.csv,AMASS,KIT,KIT/442/conversation02_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,44.3,76,24.299999999999997,true
AMASS:KIT/441/conversation02_stageii.csv,AMASS,KIT,KIT/441/conversation02_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,44.3,49,24.299999999999997,true
AMASS:CMU/06/06_13_stageii.csv,AMASS,CMU,CMU/06/06_13_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,40.9,18,24.23333333333333,true
AMASS:CMU/62/62_21_stageii.csv,AMASS,CMU,CMU/62/62_21_stageii.csv,60.016804705317654,60.0,2000,2000,33.323999999999906,57.5,36,24.176000000000094,true
AMASS:CMU/54/54_19_stageii.csv,AMASS,CMU,CMU/54/54_19_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,40.77,115,24.103333333333335,true
AMASS:CMU/125/125_06_stageii.csv,AMASS,CMU,CMU/125/125_06_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,40.7,41,24.033333333333335,true
AMASS:MPIHDM05/mm/HDM_mm_03-02_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/mm/HDM_mm_03-02_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,40.434,61,23.76733333333333,true
AMASS:CMU/60/60_08_stageii.csv,AMASS,CMU,CMU/60/60_08_stageii.csv,60.016804705317654,60.0,2000,2000,33.323999999999906,57.034,34,23.710000000000093,true
AMASS:MPIHDM05/dg/HDM_dg_03-09_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/dg/HDM_dg_03-09_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,40.37,34,23.70333333333333,true
AMASS:CMU/36/36_36_stageii.csv,AMASS,CMU,CMU/36/36_36_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.934,188,23.26733333333333,true
AMASS:TotalCapture/s3/walking3_stageii.csv,AMASS,TotalCapture,TotalCapture/s3/walking3_stageii.csv,60.01752511733427,60.0,2000,2000,33.32359999999999,56.47,67,23.146400000000007,true
AMASS:CMU/137/137_07_stageii.csv,AMASS,CMU,CMU/137/137_07_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.8,22,23.13333333333333,true
AMASS:MPIHDM05/tr/HDM_tr_03-02_01_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_03-02_01_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.7,146,23.033333333333335,true
AMASS:MPILimits/03099/lar4_stageii.csv,AMASS,MPILimits,MPILimits/03099/lar4_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.67,32,23.003333333333334,true
AMASS:CMU/13/13_04_stageii.csv,AMASS,CMU,CMU/13/13_04_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.67,66,23.003333333333334,true
AMASS:TotalCapture/s4/walking2_stageii.csv,AMASS,TotalCapture,TotalCapture/s4/walking2_stageii.csv,60.01788532982828,60.0,2000,2000,33.32340000000001,56.3,101,22.97659999999999,true
AMASS:KIT/969/Trial_92_stageii.csv,AMASS,KIT,KIT/969/Trial_92_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,42.97,19,22.97,true
AMASS:CMU/55/55_19_stageii.csv,AMASS,CMU,CMU/55/55_19_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.533,10,22.866333333333333,true
AMASS:CMU/142/142_12_stageii.csv,AMASS,CMU,CMU/142/142_12_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.2,37,22.533333333333335,true
AMASS:SFU/0005/0005_Walking001_stageii.csv,AMASS,SFU,SFU/0005/0005_Walking001_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.1,3,22.433333333333334,true
AMASS:CMU/36/36_25_stageii.csv,AMASS,CMU,CMU/36/36_25_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.07,79,22.403333333333332,true
AMASS:CMU/144/144_34_stageii.csv,AMASS,CMU,CMU/144/144_34_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,39.07,99,22.403333333333332,true
AMASS:CMU/01/01_11_stageii.csv,AMASS,CMU,CMU/01/01_11_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.8,81,22.13333333333333,true
AMASS:MPILimits/03100/uar4_stageii.csv,AMASS,MPILimits,MPILimits/03100/uar4_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.634,20,21.967333333333332,true
AMASS:ACCAD/Female1Gestures_c3d/D2_-_Wait_1_stageii.csv,AMASS,ACCAD,ACCAD/Female1Gestures_c3d/D2_-_Wait_1_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.534,104,21.86733333333333,true
AMASS:KIT/1346/Experiment3_subject1346_random_01_stageii.csv,AMASS,KIT,KIT/1346/Experiment3_subject1346_random_01_stageii.csv,100.00000000000213,60.0,2000,1200,20.0,41.8,37,21.799999999999997,true
AMASS:MPIHDM05/bk/HDM_bk_03-05_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_03-05_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.434,54,21.76733333333333,true
AMASS:CMU/54/54_04_stageii.csv,AMASS,CMU,CMU/54/54_04_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.434,67,21.76733333333333,true
AMASS:CMU/55/55_20_stageii.csv,AMASS,CMU,CMU/55/55_20_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.334,101,21.667333333333335,true
AMASS:BMLrub/rub108/0003_treadmill_jog_stageii.csv,AMASS,BMLrub,BMLrub/rub108/0003_treadmill_jog_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.33,3,21.66333333333333,true
AMASS:BMLrub/rub104/0030_scamper_stageii.csv,AMASS,BMLrub,BMLrub/rub104/0030_scamper_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.3,96,21.63333333333333,true
AMASS:MPIHDM05/bk/HDM_bk_05-03_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_05-03_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.3,69,21.63333333333333,true
AMASS:CMU/13/13_29_stageii.csv,AMASS,CMU,CMU/13/13_29_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.27,28,21.603333333333335,true
AMASS:CMU/36/36_12_stageii.csv,AMASS,CMU,CMU/36/36_12_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.233,142,21.56633333333333,true
AMASS:CMU/29/29_23_stageii.csv,AMASS,CMU,CMU/29/29_23_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.23,3,21.56333333333333,true
AMASS:CMU/86/86_01_stageii.csv,AMASS,CMU,CMU/86/86_01_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.17,48,21.503333333333334,true
AMASS:MPIHDM05/tr/HDM_tr_03-02_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_03-02_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.1,137,21.433333333333334,true
AMASS:CMU/55/55_07_stageii.csv,AMASS,CMU,CMU/55/55_07_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.07,9,21.403333333333332,true
AMASS:MPIHDM05/bk/HDM_bk_01-03_04_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_01-03_04_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,38.034,62,21.36733333333333,true
AMASS:CMU/137/137_23_stageii.csv,AMASS,CMU,CMU/137/137_23_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.9,65,21.23333333333333,true
AMASS:CMU/54/54_25_stageii.csv,AMASS,CMU,CMU/54/54_25_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.87,8,21.20333333333333,true
AMASS:CMU/55/55_03_stageii.csv,AMASS,CMU,CMU/55/55_03_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.77,5,21.103333333333335,true
AMASS:MPILimits/03100/lar4_stageii.csv,AMASS,MPILimits,MPILimits/03100/lar4_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.77,22,21.103333333333335,true
AMASS:CMU/85/85_12_stageii.csv,AMASS,CMU,CMU/85/85_12_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.5,12,20.833333333333332,true
AMASS:CMU/142/142_19_stageii.csv,AMASS,CMU,CMU/142/142_19_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.47,61,20.80333333333333,true
AMASS:MPILimits/03100/lar3_stageii.csv,AMASS,MPILimits,MPILimits/03100/lar3_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.434,25,20.76733333333333,true
AMASS:MPILimits/03099/lar3_stageii.csv,AMASS,MPILimits,MPILimits/03099/lar3_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.37,19,20.70333333333333,true
AMASS:MPIHDM05/bk/HDM_bk_01-03_05_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_01-03_05_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.234,80,20.567333333333334,true
AMASS:MPILimits/03100/uar3_stageii.csv,AMASS,MPILimits,MPILimits/03100/uar3_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.17,202,20.503333333333334,true
AMASS:MPIHDM05/tr/HDM_tr_03-02_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_03-02_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.1,48,20.433333333333334,true
AMASS:CMU/29/29_25_stageii.csv,AMASS,CMU,CMU/29/29_25_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,37.07,123,20.403333333333332,true
AMASS:CMU/29/29_16_stageii.csv,AMASS,CMU,CMU/29/29_16_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.97,13,20.30333333333333,true
AMASS:CMU/142/142_17_stageii.csv,AMASS,CMU,CMU/142/142_17_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.934,74,20.26733333333333,true
AMASS:CMU/29/29_15_stageii.csv,AMASS,CMU,CMU/29/29_15_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.9,9,20.23333333333333,true
AMASS:MPIHDM05/bk/HDM_bk_03-03_01_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_03-03_01_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.77,66,20.103333333333335,true
AMASS:MPILimits/03099/lar2_stageii.csv,AMASS,MPILimits,MPILimits/03099/lar2_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.7,13,20.033333333333335,true
AMASS:CMU/13/13_05_stageii.csv,AMASS,CMU,CMU/13/13_05_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.7,50,20.033333333333335,true
AMASS:CMU/36/36_16_stageii.csv,AMASS,CMU,CMU/36/36_16_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.634,80,19.967333333333332,true
AMASS:CMU/32/32_16_stageii.csv,AMASS,CMU,CMU/32/32_16_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.6,11,19.933333333333334,true
AMASS:CMU/41/41_02_stageii.csv,AMASS,CMU,CMU/41/41_02_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.57,13,19.903333333333332,true
AMASS:CMU/55/55_11_stageii.csv,AMASS,CMU,CMU/55/55_11_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.4,4,19.73333333333333,true
AMASS:CMU/36/36_17_stageii.csv,AMASS,CMU,CMU/36/36_17_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.334,94,19.667333333333335,true
AMASS:MPIHDM05/tr/HDM_tr_03-05_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_03-05_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.334,38,19.667333333333335,true
AMASS:CMU/01/01_02_stageii.csv,AMASS,CMU,CMU/01/01_02_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.234,111,19.567333333333334,true
AMASS:CMU/36/36_35_stageii.csv,AMASS,CMU,CMU/36/36_35_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.2,109,19.533333333333335,true
AMASS:MPILimits/03100/lar2_stageii.csv,AMASS,MPILimits,MPILimits/03100/lar2_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.1,66,19.433333333333334,true
AMASS:CMU/36/36_34_stageii.csv,AMASS,CMU,CMU/36/36_34_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,36.07,105,19.403333333333332,true
AMASS:MPIHDM05/tr/HDM_tr_05-01_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/tr/HDM_tr_05-01_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.97,52,19.30333333333333,true
AMASS:CMU/36/36_22_stageii.csv,AMASS,CMU,CMU/36/36_22_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.933,97,19.266333333333332,true
AMASS:CMU/36/36_33_stageii.csv,AMASS,CMU,CMU/36/36_33_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.933,93,19.266333333333332,true
AMASS:MPIHDM05/mm/HDM_mm_03-03_02_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/mm/HDM_mm_03-03_02_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.834,99,19.167333333333335,true
AMASS:CMU/54/54_23_stageii.csv,AMASS,CMU,CMU/54/54_23_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.834,65,19.167333333333335,true
AMASS:CMU/36/36_02_stageii.csv,AMASS,CMU,CMU/36/36_02_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.633,48,18.966333333333335,true
AMASS:CMU/125/125_02_stageii.csv,AMASS,CMU,CMU/125/125_02_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.633,18,18.966333333333335,true
AMASS:MPIHDM05/bk/HDM_bk_03-02_03_120_stageii.csv,AMASS,MPIHDM05,MPIHDM05/bk/HDM_bk_03-02_03_120_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.6,73,18.933333333333334,true
AMASS:BMLrub/rub034/0030_scamper_rom_stageii.csv,AMASS,BMLrub,BMLrub/rub034/0030_scamper_rom_stageii.csv,120.04801920768381,60.0,2000,1000,16.666666666666668,35.5,131,18.833333333333332,true
